,content
456,"['feeling', 'indian', 'steeledwith', 'neck', 'woodland', 'stepped', 'rising', 'tramping', 'trees', 'went', 'eyesthat', 'till', 'eels', 'clearing', 'years', 'long', 'increduloustoo', 'boast', 'hands', 'see', 'bark', 'paddles', 'lazy', 'crafty', 'sight', 'boats', 'deterrentpull', 'stare', 'erect', 'pool', 'hay', 'never', 'kennebunk', 'meadowsthe', 'quiet', 'old', 'thenwe', 'censer', 'shadowsas', 'though', 'leaped', 'piney', 'one', 'pier', 'startled', 'tricky', 'moonlight', 'arm', 'body', 'waved', 'stoodand', 'brotherhoodof', 'curious', 'runwhen', 'glistening', 'sailor', 'mists', 'still', 'dusky', 'walked', 'slip', 'passed', 'slim', 'bank', 'started', 'lands', 'held', 'field', 'avenueof', 'slippedmore', 'fear', 'serenity', 'even', 'compromise', 'rippling', 'sharedthe', 'saw', 'turned', 'placid', 'usand', 'locks', 'breeze', 'dark', 'creaking', 'grinned', 'great', 'knotted', 'farmin', 'boughs', 'pitch', 'birches', 'wind', 'downwards', 'time', 'courage', 'loud', 'working', 'broad', 'nightflowed', 'woods', 'cried', 'river', 'showedwhere', 'noble', 'round', 'wise', 'came', 'slunkdown', 'dawns', 'move', 'eaten', 'cows', 'took', 'bars', 'current', 'eighty', 'tiny', 'swerving', 'smoothly', 'stars', 'fly', 'banners', 'bladeto', 'smells', 'squaredits', 'paddle', 'shot', 'path', 'boothby', 'sunset', 'keep', 'nose', 'darteda', 'treeseemed', 'every', 'cheers', 'leisurely', 'good', 'met', 'wave', 'hushed', 'uncladhe', 'bravados', 'farmer', 'strodemore', 'us', 'sky', 'longer', 'ringingtheir', 'light', 'lad', 'shadowslike', 'friendly', 'pasture', 'later', 'commandingview', 'silenced', 'night', 'became', 'lo', 'familiar', 'flinched', 'parted', 'names', 'age', 'quiteas', 'awayhe', 'homeward', 'motionless', 'turns', 'bath', 'using', 'rain', 'roadcutting', 'rugged', 'vigor', 'twisting', 'like', 'kept', 'stubbornness', 'rivers', 'flight', 'dippedleisurely', 'wearing', 'companionevening', 'confident', 'happy', 'locked', 'heartedtwilight', 'satyr', 'dripped', 'silent', 'drewwith', 'sideways', 'shoulders', 'fishes', 'lifted', 'tiptoe', 'heavy', 'bells', 'element', 'shrunk', 'picnic', 'called', 'gnarled', 'wood', 'yearslike', 'green', 'beauty', 'delayedto', 'watch', 'pass', 'straight', 'must', 'noon', 'hour', 'abruptlytook', 'water', 'swingingits', 'dripping', 'part', 'native', 'land', 'thoughts', 'could', 'canonstretched', 'leaned', 'new', 'maine', 'luck', 'canoe', 'half', 'village', 'alleys', 'flew', 'toads', 'ceaseless', 'forests', 'remember', 'blue', 'menace', 'pale', 'background', 'spirit', 'thousand', 'cut', 'ways', 'bendshowed', 'tree', 'silver', 'channel', 'rocks', 'felt', 'landing', 'shrubs', 'back', 'toward', 'stood', 'briskly', 'frail', 'smiled', 'slipped', 'cryand', 'endof', 'contentwith', 'earthy']"
457,"['freedomwe', 'take', 'understand', 'name', 'praise', 'chagrinedand', 'die', 'even', 'must', 'always', 'usurpers', 'sangas', 'namewe', 'flee', 'wind', 'men', 'fin', 'hoof', 'holy', 'maimbecause', 'names', 'free', 'sweetened', 'scar', 'hand', 'build', 'pinion', 'fangstruck', 'bodies', 'grasshopper', 'pageand', 'one', 'assuageour', 'dropped', 'dreamed', 'moonmoth', 'wing', 'clap', 'dayswith', 'untarnished', 'still', 'envy']"
458,"['carib', 'simon', 'used', 'hart', 'edited', 'poems', 'permission', 'copyright1933', 'marc', 'liveright', 'crane', 'complete', 'isle', 'publishing', 'corporation', '1958', '1966', 'copyright1986']"
459,"['riach', 'excerpt', 'copyright1992', 'reprinted', 'directions', 'raised', 'michael', 'poetry', 'permission', 'hugh', 'alan', 'selected', 'publishing', 'grieve', 'corporation', 'new', 'beach', 'macdiarmid']"
460,"['laddered', 'tide', 'reachof', 'fear', 'forseeanothers', 'glass', 'lose', 'steep', 'ebbingfrom', 'savage', 'possessed', 'loved', 'pains', 'men', 'time', 'beach', 'fallof', 'ravage', 'orchards', 'lost', 'need', 'stern', 'bulwark', 'bodys', 'oncewas', 'find', 'effronteryher', 'gathered', 'hold', 'gone', 'harvest']"
461,"['cab', 'stretched', 'curledaround', 'consciousnessof', 'lay', 'bed', 'streetwith', 'days', 'mouth', 'edge', 'faint', 'across', 'curled', 'hands', 'crept', 'beds', 'thing', 'behind', 'leaves', 'lots', 'laugh', 'worlds', 'one', 'shuttersand', 'muddy', 'gentleinfinitely', 'square', 'along', 'withered', 'sawdust', 'hardly', 'block', 'steams', 'furnished', 'beaton', 'shower', 'imagesof', 'stamps', 'understands', 'newspapers', 'grimy', 'watched', 'feetand', 'streetimpatient', 'images', 'pressto', 'soul', 'womengathering', 'feetat', 'soles', 'sparrows', 'rooms', 'hair', 'flickered', 'four', 'cling', 'moved', 'time', 'eyesassured', 'settles', 'winter', 'iithe', 'wrapsthe', 'showers', 'street', 'sordid', 'assume', 'hand', 'steaks', 'came', 'stands', 'certain', 'backand', 'masqueradesthat', 'six', 'fingers', 'corner', 'thinks', 'smells', 'downwith', 'conscience', 'iiiyou', 'raising', 'beerfrom', 'streetas', 'morning', 'constituted', 'oclock', 'handsthat', 'insistent', 'shadesin', 'horse', 'upon', 'streeta', 'lighting', 'yellow', 'certainties', 'light', 'vision', 'whereyou', 'fuel', 'lonely', 'night', 'chimney', 'blinds', 'dozed', 'gutters', 'evening', 'dingy', 'world', 'like', 'soiled', 'ivhis', 'pipes', 'wipe', 'smoky', 'palms', 'blackened', 'fancies', 'scrapsof', 'sitting', 'stale', 'tight', 'waited', 'revolve', 'burnt', 'early', 'feet', 'short', 'ends', 'coffee', 'feetin', 'five', 'heard', 'suffering', 'ithe', 'clasped', 'revealingthe', 'stuffing', 'resumes', 'tossed', 'city', 'papers', 'broken', 'thousand', 'fade', 'passageways', 'notion', 'vacant', 'infinitely', 'gusty', 'trampled', 'lamps', 'back', 'pots', 'ancient', 'blanket', 'comes', 'ceiling', 'smell', 'skiesthat']"
462,"['mead', 'climbing', 'hillswhere', 'beavers', 'learn', 'steady', 'sarabande', 'passedwith', 'flaking', 'dykesi', 'leveling', 'sea', 'across', 'hades', 'sun', 'mammoth', 'finally', 'alcoveswhere', 'carried', 'willow', 'things', 'spread', 'tooth', 'never', 'rim', 'sapphire', 'brought', 'rememberthat', 'remembrance', 'silt', 'wind', 'cypresses', 'turtles', 'unguents', 'deltaat', 'beyond', 'drew', 'shared', 'marshestill', 'singular', 'sound', 'black', 'summer', 'monsoon', 'mowed', 'fledi', 'smoking', 'dreamsyielded', 'slow', 'age', 'rippled', 'would', 'entered', 'like', 'singing', 'much', 'bartered', 'nurse', 'almost', 'quickly', 'noonstyranny', 'heard', 'gulf', 'sulphur', 'steep', 'flags', 'could', 'weeds', 'nestings', 'willows', 'dartsthe', 'city', 'pond', 'remember', 'gates', 'gorgeand', 'seething', 'cut', 'themasunder', 'memory', 'scalding', 'hold', 'stitch']"
463,"['two', 'remark', 'toy', 'stick', 'lune', 'corners', 'wall', 'tongueand', 'bed', 'life', 'dead', 'lefthard', 'shakes', 'childs', 'skeleton', 'chestnuts', 'across', 'border', 'ne', 'see', 'curled', 'automatic', 'face', 'flattens', 'end', 'throws', 'cigarettes', 'behind', 'pool', 'smiles', 'rose', 'things', 'mount', 'towards', 'tooth', 'three', 'old', 'eye', 'smallpox', 'one', 'strength', 'spaces', 'yard', 'rancid', 'smoothes', 'cross', 'said', 'comesof', 'cocktail', 'along', 'streettrying', 'stair', 'factory', 'slips', 'passbeats', 'held', 'seen', 'key', 'smooth', 'relations', 'womanwho', 'upthe', 'twelve', 'eyes', 'dark', 'hair', 'rooms', 'snap', 'four', 'sand', 'peer', 'shutters', 'geranium', 'running', 'synthesis', 'alonewith', 'hesitates', 'street', 'hand', 'ready', 'incantationsdissolve', 'past', 'lighted', 'darkmidnight', 'precisions', 'female', 'spring', 'feeble', 'barnacles', 'lunar', 'stiff', 'bars', 'garde', 'memoryand', 'corner', 'smells', 'polishedas', 'butter', 'winks', 'grin', 'clear', 'pocketed', 'brush', 'spreads', 'oclock', 'every', 'rust', 'crab', 'divisions', 'dust', 'upon', 'light', 'grass', 'memoryas', 'nothing', 'streets', 'crevices', 'form', 'number', 'door', 'sputtered', 'sleep', 'beacheaten', 'moon', 'lost', 'branch', 'floors', 'clings', 'little', 'regard', 'corridorsand', 'drya', 'world', 'madman', 'muttered', 'aucune', 'like', 'dressis', 'morsel', 'cologne', 'shuttered', 'rancune', 'hangs', 'shoes', 'twisted', 'fatalistic', 'stained', 'twists', 'devours', 'knife', 'opens', 'whispering', 'crowd', 'secret', 'smellsthat', 'child', 'nocturnal', 'open', 'prepare', 'last', 'lamp', 'dry', 'torn', 'eyetwists', 'slipped', 'could', 'brain', 'quay', 'gutter', 'half', 'washed', 'gave', 'gripped', 'la', 'cat', 'sunless', 'hummed', 'broken', 'put', 'memory', 'white', 'reaches', 'high', 'pin', 'back', 'geraniumsand', 'streetheld', 'afternoon', 'twist', 'doorwhich', 'cracks', 'paper', 'drum', 'reminiscence', 'crooked', 'ring']"
464,"['archibald', 'reprinted', 'rights', 'houghton', 'poems', 'permission', 'macleish', 'collected', 'sea', '1982', 'mifflin', 'rock', 'company', 'estate', '1917', 'reserved', 'copyright1985']"
465,"['terns', 'morning', 'waves', 'seas', 'straits', 'tide', 'seals', 'pride', 'watch', 'deep', 'may', 'borne', 'hark', 'wake', 'sky', 'know', 'liner', 'shadows', 'great', 'ebb', 'souls', 'surge', 'sea', 'look', 'fight', 'shoals', 'salmon', 'lie', 'fog', 'waits', 'loud', 'full', 'slide', 'lost', 'fishing', 'wonderwhy', 'put', 'west', 'foam', 'never', 'like', 'old', 'climbingout', 'home', 'endeavouron', 'done', 'ship', 'quietand', 'strong', 'ease', 'fleet', 'thunderof', 'bright', 'winds', 'still', 'breast', 'everwith', 'riot', 'shininglike', 'warningbetrays']"
466,"['less', 'blest', 'lies', 'grievest', 'whippoorwill', 'fleshi', 'peace', 'good', 'nirvana', 'heaven', 'calls', 'upon', 'soul', 'grass', 'light', 'himwrought', 'balmy', 'eternal', 'guilty', 'sweet', 'marriage', 'destiny', 'love', 'itell', 'heart', 'whispers', 'spirit', 'husband', 'tree', 'sparkle', 'air', 'rapturousin', 'spring', 'maurice', 'weep', 'stars', 'thou', 'pine', 'go', 'broods']"
467,"['riach', 'hauch', 'permission', 'selected', 'corporation', 'copyright1992', 'hugh', 'reuch', 'new', 'sauchs', 'michael', 'poetry', 'alan', 'macdiarmid', 'reprinted', 'directions', 'heuch', 'publishing', 'grieve']"
468,"['follow', 'corn', 'powerare', 'born', 'rye', 'splendour', 'towers', 'yea', 'fruit', 'afreshin', 'fleshin', 'pride', 'needwho', 'flowerthe', 'rule', 'pass', 'dream', 'builds', 'reapthe', 'sheaf', 'leaf', 'years', 'flameor', 'sea', 'lo', 'earthcastles', 'blind', 'saith', 'roseand', 'free', 'earth', 'cameas', 'sword', 'dawn', 'bond', 'sleepere', 'rest', 'though', 'flower', 'foam', 'root', 'clothe', 'tears', 'plan', 'fulness', 'fall', 'set', 'seed', 'sowsfor', 'harvest', 'dust', 'shall']"
469,"['longing', 'scur', 'dead', 'wide', 'tumult', 'afterand', 'sea', 'surge', 'honour', 'delights', 'face', 'low', 'ever', 'seareth', 'farewhatever', 'oft', 'go', 'laughter', 'fairness', 'cares', 'truth', 'undurable', 'chains', 'lasting', 'performwhere', 'riches', 'youth', 'streamsthe', 'men', 'sweet', 'irresistibly', 'ready', 'nigh', 'gold', 'fare', 'lofty', 'come', 'loan', 'alone', 'flakes', 'afflicted', 'spray', 'wave', 'eager', 'man', 'snoweth', 'knocketh', 'midst', 'departing', 'age', 'berries', 'onward', 'lustthat', 'would', 'grey', 'cometh', 'lest', 'king', 'brothers', 'north', 'whit', 'standethsave', 'eagle', 'spentnarrow', 'cliffs', 'loudness', 'cries', 'delightnor', 'remain', 'may', 'last', 'holdeth', 'dry', 'else', 'clamour', 'full', 'strew', 'delight', 'hideth', 'sorrow', 'laud', 'ado', 'wavy', 'blast', 'high', 'burst', 'believes', 'durable', 'hold', 'comes', 'boasteth', 'ring', 'make', 'mead', 'treasure', 'ere', 'winsomeness', 'living', 'waneth', 'brine', 'keel', 'notthat', 'storms', 'havingnor', 'brisker', 'breath', 'worlds', 'flushed', 'cover', 'whose', 'nightwatch', 'hearts', 'gone', 'hard', 'prosperous', 'lifes', 'wandering', 'ageth', 'malice', 'draweth', 'earths', 'winter', 'sorry', 'weary', 'giving', 'pinion', 'somewhat', 'deems', 'twain', 'lord', 'widest', 'faring', 'shall', 'path', 'glory', 'waves', 'doughty', 'fastness', 'business', 'upon', 'english', 'foes', 'trouble', 'screamedwith', 'traverse', 'given', 'turns', 'lordly', 'singing', 'tracks', 'excellence', 'tomb', 'hatebeats', 'think', 'list', 'many', 'breast', 'disease', 'earthen', 'word', 'whets', 'wander', 'feet', 'gait', 'endured', 'beauty', 'care', 'lone', 'pass', 'harsh', 'songs', 'neareth', 'stone', 'tossed', 'gripped', 'faithfulbut', 'weathered', 'coldly', 'oftmust', 'oldness', 'turn', 'blossom', 'thencorn', 'doom', 'mood', 'tide', 'oer', 'thinkson', 'fares', 'manwhat', 'going', 'alway', 'crying', 'stir', 'protectormay', 'lock', 'speaking', 'though', 'lordliest', 'known', 'henceseek', 'slash', 'liveth', 'arrogance', 'layed', 'merry', 'ships', 'thought', 'frame', 'magnified', 'whatever', 'needy', 'nightshade', 'foreign', 'hand', 'round', 'loveliest', 'chill', 'buried', 'gannets', 'bosque', 'chafing', 'anyhowmy', 'every', 'close', 'good', 'calamitousthat', 'ceaseth', 'eat', 'gainst', 'lived', 'jargon', 'outcastdeprived', 'earth', 'little', 'world', 'sword', 'drear', 'naught', 'hunger', 'heavy', 'flyer', 'mere', 'mid', 'born', 'admonisheth', 'whoeer', 'shelter', 'heard', 'know', 'water', 'headwhile', 'eternal', 'land', 'afar', 'feathers', 'wife', 'ice', 'aye', 'wealthy', 'csarsnor', 'coldest', 'wine', 'work', 'yet', 'whales', 'theres', 'oergiven', 'blade', 'paleth', 'life', 'daring', 'feel', 'bodeth', 'days', 'icy', 'singeth', 'benumbed', 'flesh', 'hail', 'companions', 'far', 'save', 'winsome', 'gloomy', 'swan', 'weal', 'grave', 'deed', 'haired', 'body', 'wretched', 'summerward', 'bodiesbe', 'unlikely', 'flood', 'hung', 'moaneth', 'whiles', 'frost', 'bitter', 'fair', 'mews', 'greed', 'acre', 'travel', 'salt', 'fell', 'howeer', 'heart', 'harping', 'lords', 'blood', 'journeys', 'sighshew', 'earl', 'fields', 'ocean', 'beyond', 'mirth', 'sternin', 'froze', 'cold', 'taketh', 'hoard', 'forth', 'burghers', 'dayshardship', 'abided', 'kinsmen', 'begotmere', 'believe', 'burgher', 'hath', 'drink', 'beaten', 'nowthe', 'like', 'calleth', 'bide', 'knows', 'lifeon', 'nathless', 'whale', 'games', 'lifeabides', 'watch', 'self', 'earthly', 'seaand', 'minds', 'groaneth', 'seeing', 'flew', 'fowls', 'ways', 'cuckoo', 'reckon', 'mans', 'kings', 'dire']"
470,"['passing', 'barkwhich', 'hear', 'solemn', 'doth', 'cry', 'booming', 'mine', 'ships', 'seek', 'deep', 'dead', 'may', 'eyes', 'sound', 'catch', 'check', 'light', 'soul', 'sky', 'dark', 'gunand', 'imploring', 'great', 'dreads', 'souls', 'aloud', 'night', 'waythat', 'hands', 'look', 'hail', 'sight', 'clouds', 'earth', 'far', 'vessel', 'hurt', 'heart', 'pregnant', 'massing', 'would', 'foot', 'falls', 'gleaming', 'glassing', 'hope', 'tearful', 'ocean', 'speeding', 'random', 'ship', 'reach', 'voice', 'ghost', 'surpassing', 'lips', 'tells', 'stretch']"
471,"['geese', 'yo', 'lak', 'times', 'blowin', 'seems', 'shet', 'wanuts', 'oomph', 'flyin', 'face', 'pies', 'cool', 'sight', 'den', 'chillun', 'hay', 'things', 'banyad', 'slack', 'break', 'huntin', 'souf', 'meat', 'rascal', 'fu', 'grouni', 'dah', 'mistah', 'comin', 'thanksgibbins', 'stop', 'talkin', 'bon', 'thoo', 'fallin', 'hes', 'em', 'min', 'frost', 'eyes', 'lain', 'sees', 'away', 'press', 'raisins', 'shos', 'time', 'pumpkin', 'lookin', 'eatin', 'stoed', 'keepin', 'whut', 'commence', 'atter', 'fool', 'gobblin', 'sassy', 'gwine', 'stonin', 'ob', 'seed', 'swamin', 'tukey', 'keep', 'ez', 'possum', 'good', 'hall', 'ol', 'nab', 'nuts', 'luned', 'smell', 'gibbin', 'night', 'ef', 'look', 'cookin', 'de', 'sayin', 'mek', 'step', 'yallah', 'bird', 'sense', 'kitchen', 'aigs', 'dangah', 'air', 'honets', 'aint', 'smilenebbah', 'gobbler', 'nary', 'mouf', 'whuts', 'almanac', 'choppin', 'feah', 'cidah', 'jes', 'walkin', 'hed', 'spices', 'seein', 'open', 'hicka', 'know', 'famer', 'squeakin', 'hyeahs', 'beef', 'coolah', 'naiks', 'mince', 'hyeah', 'fowls', 'proud', 'dat', 'braggin', 'ermung', 'sass', 'roun', 'fattnin', 'suet', 'gittin', 'struttin', 'apples']"
472,"['worl', 'song', 'frolic', 'keep', 'teahs', 'moan', 'wintah', 'thoo', 'mine', 'yo', 'hadship', 'grief', 'walk', 'deyll', 'soul', 'breeze', 'seemin', 'erlone', 'knee', 'heats', 'kin', 'night', 'see', 'ef', 'caih', 'content', 'de', 'summah', 'livin', 'free', 'smiles', 'wail', 'shine', 'bird', 'puny', 'day', 'wen', 'way', 'call', 'wid', 'dyin', 'tings', 'snow', 'wait', 'knows', 'er', 'hits', 'comin', 'yeahsyou', 'beside', 'still', 'chune', 'whaihyou']"
473,"['eaves', 'brilliant', 'climbing', 'clamorous', 'labouring', 'cry', 'ships', 'compose', 'image', 'harmony', 'upon', 'lipsand', 'brawling', 'sky', 'could', 'red', 'moon', 'peers', 'odysseus', 'instant', 'murdered', 'sparrow', 'leaves', 'greatness', 'priam', 'world', 'proud', 'like', 'seemed', 'lamentation', 'tears', 'mans', 'milky', 'blotted', 'famous', 'arose', 'empty', 'doomed', 'girl', 'mournful']"
474,"['made', 'planet', 'lies', 'infinite', 'even', 'jewel', 'overheadhang', 'upon', 'place', 'ilook', 'trees', 'distant', 'sky', 'slender', 'within', 'edge', 'clearing', 'stately', 'darkness', 'see', 'pleiades', 'lonelier', 'moon', 'slow', 'glimmers', 'orion', 'look', 'sang', 'moving', 'soft', 'earth', 'pace', 'unafraidand', 'low', 'wise', 'vastness', 'world', 'west', 'silver', 'stars', 'outer', 'lamps', 'fretful', 'calm', 'thread', 'space', 'dust', 'southern']"
475,"['riach', 'copyright1992', 'reprinted', 'directions', 'michael', 'poetry', 'permission', 'hugh', 'alan', 'selected', 'stony', 'limits', 'publishing', 'grieve', 'corporation', 'new', 'macdiarmid']"
476,"['called', 'lanternwith', 'autumn', 'teethand', 'yellow', 'last', 'light', 'knowi', 'jack', 'circle', 'mesinging', 'balls', 'songsand', 'pumpkins', 'spot', 'tawny', 'handsand', 'moon', 'octoberwhen', 'love', 'join', 'round', 'gold', 'fallenchildren', 'terrible', 'fooling', 'clustersand', 'hillswith', 'ghost', 'children', 'dusk', 'cornfieldsorange', 'harvest', 'prairie']"
477,"['beat', 'gentle', 'mourn', 'redder', 'peace', 'crumpled', 'grieves', 'snaps', 'stalks', 'living', 'aeroplane', 'growranker', 'flowinto', 'though', 'muscles', 'serried', 'grave', 'huddling', 'storm', 'heads', 'rustles', 'colonel', 'even', 'fear', 'always', 'cannot', 'leavesfall', 'twig', 'sought', 'foeover', 'men', 'uniform', 'sit', 'rasping', 'impatient', 'heart', 'resists', 'fields', 'slipping', 'pulls', 'fortress', 'fly', 'twitching', 'miles', 'buried', 'stilling', 'stormy', 'cold', 'every', 'artillery', 'huge', 'sky', 'leaf', 'cloudy', 'unseen', 'army', 'sleep', 'screening', 'already', 'sick', 'rains', 'earth', 'beet', 'yonder', 'thunder', 'rain', 'slain', 'cave', 'deadand', 'beets', 'comrade', 'leafy', 'spreadover', 'torrents', 'bullets', 'cannons', 'grow', 'shrapnel', 'trenches', 'silent', 'nerves', 'prying', 'eyesof', 'beats', 'lies', 'green', 'watch', 'shelter', 'earthly', 'torn', 'slowand', 'land', 'thoughts', 'stormplows', 'meeting', 'snow', 'startwith', 'ranks', 'morose']"
478,"['used', 'permission', 'liveright', 'complete', 'corporation', '1958', 'copyright1986', 'iv', 'v', 'ii', 'simon', 'voyages', 'hart', 'iii', 'copyright1933', 'marc', 'crane', 'edited', 'poems', 'vi', 'publishing', '1966']"
479,"['riach', 'copyright1992', 'reprinted', 'directions', 'michael', 'poetry', 'permission', 'watergaw', 'hugh', 'alan', 'selected', 'publishing', 'grieve', 'corporation', 'new', 'macdiarmid']"
480,"['kick', 'leapinglittle', 'hear', 'touchstone', 'shadow', 'veins', 'oer', 'rounded', 'leaps', 'holding', 'enough', 'owning', 'sweeping', 'bushes', 'lipof', 'ilift', 'passionate', 'surge', 'see', 'sun', 'lazy', 'crying', 'woman', 'cool', 'living', 'watching', 'ecstatic', 'thing', 'far', 'wasted', 'handfuls', 'lifts', 'skin', '1928', 'slack', 'never', 'mildly', 'confirmation', 'pulsing', 'though', 'old', 'faster', 'laugh', 'flick', 'heaving', 'cord', 'seven', 'wings', 'wakes', 'god', 'body', 'sways', 'curious', 'laughter', 'cups', 'gone', '2', 'warm', 'quick', 'bank', 'flaunts', 'royally', 'imitating', 'bent', 'arms', 'flowers', 'peewits', 'rippling', 'deep', 'screamings', 'eyes', 'wandering', 'brown', 'soul', 'near', 'dark', 'rolls', 'string', 'without', 'heaves', 'sought', 'supremely', 'quivering', 'proclaim', 'wind', 'rare', 'rabbit', 'dip', 'oh', 'lords', 'blood', 'quivers', 'marvellous', 'substantial', 'meclose', 'ages', 'enfolds', 'comparetheir', 'took', '1921', 'sparks', 'texture', 'terror', 'pealing', 'screams', 'bursts', 'bitten', 'exultant', 'right', 'common', 'run', 'turf', 'sadness', 'lark', 'sunlight', 'say', 'insects', 'gorse', 'hill', 'remorseful', 'holds', 'imove', 'waters', 'drifts', 'good', 'everywherewe', 'murmurs', 'sevenfold', 'scorned', 'man', 'upon', 'pants', 'kissing', 'pusheshis', 'embossedwithered', 'grass', 'lovefor', 'longer', 'plays', 'lad', 'ebbing', 'yellow', 'gushesinto', 'strains', 'bravely', 'gudgeon', 'touches', 'look', 'slow', 'wastes', 'earth', 'lost', 'looks', 'airflushed', 'wheeling', 'turns', 'little', 'desolate', 'liberty', 'would', 'supple', 'glad', 'mysterious', 'king', 'streamlet', 'lielow', 'like', 'leaping', 'singing', 'rushescrowds', 'air', 'sunshine', 'dances', 'dog', 'stand', 'folds', 'shrivelled', 'challenge', 'filled', 'caresses', 'splendid', 'laughs', 'breast', 'sinks', 'happiness', 'wimples', 'found', 'insolent', 'stuff', 'mournful', 'rich', 'marigolds', 'blobs', 'gushes', 'peewit', 'version', 'alive', 'belly', 'glittering', 'loves', 'course', 'neither', 'asleep', 'spurting', 'may', 'runs', 'songs', 'rabbits', 'brook', 'blossoming', 'steep', 'naked', 'sad', 'water', 'lobsin', 'jets', 'could', 'goes', 'breasts', 'touch', 'feathers', 'takes', 'willows', 'sunlit', 'love', 'soft', 'pond', 'looking', 'fro', 'hot', '1', 'triumphed', 'overgrown', 'sheep', 'white', 'quite', 'burns', 'substance', 'burst', 'master', 'lights', 'back', 'flame', 'pushesits', 'pliant', 'clinging', 'ceased', 'larks']"
